id_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,geocodage_xy_festival,latitude_festival,longitude_festival,id_commune,GeoPoint_festival
3378,,33318,21 Rue Camponac,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
4422,,33318,Place de la 5ème République,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
4591,,33318,,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
4811,,33318,,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
5816,,33318,,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
6291,,33318,,,"44.7915990521, -0.676303166277",44.7915990521,-0.676303166277,12259,POINT(-0.676303166277 44.7915990521)
4240,,33327,11 Place Gambetta,,"44.6459179766, -0.358722392268",44.6459179766,-0.358722392268,12268,POINT(-0.358722392268 44.6459179766)
3392,,33349,,,"44.7509609178, -0.490697647694",44.7509609178,-0.490697647694,12288,POINT(-0.490697647694 44.7509609178)
4183,,33352,,,"44.5860904495, -0.042370404021",44.5860904495,-0.042370404021,12291,POINT(-0.042370404021 44.5860904495)
6797,,33352,Hôtel de ville,,"44.5860904495, -0.042370404021",44.5860904495,-0.042370404021,12291,POINT(-0.042370404021 44.5860904495)
6962,,33352,,,"44.5860904495, -0.042370404021",44.5860904495,-0.042370404021,12291,POINT(-0.042370404021 44.5860904495)
2599,,33355,1 Bourg Mairie,,"44.6684320932, -0.336471805521",44.6684320932,-0.336471805521,12294,POINT(-0.336471805521 44.6684320932)
3901,,33356,1 Rue rue Goffre,,"44.9377237217, -0.316177006649",44.9377237217,-0.316177006649,12295,POINT(-0.316177006649 44.9377237217)
6492,,33389,2 Place 16565,,"45.2980782445, -0.648058188533",45.2980782445,-0.648058188533,12326,POINT(-0.648058188533 45.2980782445)
7076,,33393,37 Route de Paris,Mairie,"44.9879017706, -0.183958862029",44.9879017706,-0.183958862029,12330,POINT(-0.183958862029 44.9879017706)
2603,,33394,,,"44.8999911844, -0.169955105989",44.8999911844,-0.169955105989,12331,POINT(-0.169955105989 44.8999911844)
3229,,33394,6 Place Pioceau,,"44.8999911844, -0.169955105989",44.8999911844,-0.169955105989,12331,POINT(-0.169955105989 44.8999911844)
6497,,33394,,,"44.8999911844, -0.169955105989",44.8999911844,-0.169955105989,12331,POINT(-0.169955105989 44.8999911844)
7039,,33394,,,"44.8999911844, -0.169955105989",44.8999911844,-0.169955105989,12331,POINT(-0.169955105989 44.8999911844)
2130,,33395,,,"45.2509775886, -0.781613837384",45.2509775886,-0.781613837384,12332,POINT(-0.781613837384 45.2509775886)
4070,,33397,,,"44.9016662079, -0.479039252599",44.9016662079,-0.479039252599,12334,POINT(-0.479039252599 44.9016662079)
3405,,33402,,,"44.8408428381, 0.217540501109",44.8408428381,0.217540501109,12339,POINT(0.217540501109 44.8408428381)
3550,,33402,,,"44.8408428381, 0.217540501109",44.8408428381,0.217540501109,12339,POINT(0.217540501109 44.8408428381)
5839,,33402,,,"44.8408428381, 0.217540501109",44.8408428381,0.217540501109,12339,POINT(0.217540501109 44.8408428381)
7036,,33402,,,"44.8408428381, 0.217540501109",44.8408428381,0.217540501109,12339,POINT(0.217540501109 44.8408428381)
4835,,33413,7 Route de Créon,,"44.8518771746, -0.334057269081",44.8518771746,-0.334057269081,12349,POINT(-0.334057269081 44.8518771746)
5151,,33413,,,"44.8518771746, -0.334057269081",44.8518771746,-0.334057269081,12349,POINT(-0.334057269081 44.8518771746)
3407,,33415,,,"45.0168841442, -0.466644365612",45.0168841442,-0.466644365612,12351,POINT(-0.466644365612 45.0168841442)
6685,,33417,,,"44.9726615806, -0.913525242529",44.9726615806,-0.913525242529,12353,POINT(-0.913525242529 44.9726615806)
6024,,33435,7 allée des Tilleuls,,"44.5631655827, -0.232549072695",44.5631655827,-0.232549072695,12370,POINT(-0.232549072695 44.5631655827)
3716,,33438,,,"44.5770246409, -0.246142662745",44.5770246409,-0.246142662745,12373,POINT(-0.246142662745 44.5770246409)
4260,,33438,,,"44.5770246409, -0.246142662745",44.5770246409,-0.246142662745,12373,POINT(-0.246142662745 44.5770246409)
4452,,33438,,,"44.5770246409, -0.246142662745",44.5770246409,-0.246142662745,12373,POINT(-0.246142662745 44.5770246409)
3102,,33449,,,"44.8832620816, -0.784239883546",44.8832620816,-0.784239883546,12384,POINT(-0.784239883546 44.8832620816)
5670,,33449,,,"44.8832620816, -0.784239883546",44.8832620816,-0.784239883546,12384,POINT(-0.784239883546 44.8832620816)
5671,,33449,,,"44.8832620816, -0.784239883546",44.8832620816,-0.784239883546,12384,POINT(-0.784239883546 44.8832620816)
4082,,33463,Esplanade Bords de Garonne,,"44.5791928369, -0.192914222319",44.5791928369,-0.192914222319,12397,POINT(-0.192914222319 44.5791928369)
4267,,33478,,,"45.0105769146, -0.0011367508014",45.0105769146,-0.0011367508014,12411,POINT(-0.0011367508014 45.0105769146)
3413,,33484,,,"44.4230431057, -0.540077855567",44.4230431057,-0.540077855567,12417,POINT(-0.540077855567 44.4230431057)
4628,,33498,,,"44.5414583126, -0.883819514854",44.5414583126,-0.883819514854,12429,POINT(-0.883819514854 44.5414583126)
1891,,33506,1 Rue ouvre la voix,18 cours barbey,"44.7005227855, -0.0766193491952",44.7005227855,-0.0766193491952,12437,POINT(-0.0766193491952 44.7005227855)
3416,,33506,,,"44.7005227855, -0.0766193491952",44.7005227855,-0.0766193491952,12437,POINT(-0.0766193491952 44.7005227855)
6702,,33506,,,"44.7005227855, -0.0766193491952",44.7005227855,-0.0766193491952,12437,POINT(-0.0766193491952 44.7005227855)
3419,,33514,,,"45.493296382, -1.10918123147",45.493296382,-1.10918123147,12445,POINT(-1.10918123147 45.493296382)
5996,,33514,,,"45.493296382, -1.10918123147",45.493296382,-1.10918123147,12445,POINT(-1.10918123147 45.493296382)
3253,,33522,Allée De Peixotto,Parc de Peixotto - Talence,"44.8060817507, -0.591124592873",44.8060817507,-0.591124592873,12453,POINT(-0.591124592873 44.8060817507)
6706,,33522,,,"44.8060817507, -0.591124592873",44.8060817507,-0.591124592873,12453,POINT(-0.591124592873 44.8060817507)
6883,,33522,,,"44.8060817507, -0.591124592873",44.8060817507,-0.591124592873,12453,POINT(-0.591124592873 44.8060817507)
6338,,33523,,,"44.7345410468, -0.267821650496",44.7345410468,-0.267821650496,12454,POINT(-0.267821650496 44.7345410468)
1961,,33527,,,"44.5781043558, -1.02426702104",44.5781043558,-1.02426702104,12458,POINT(-1.02426702104 44.5781043558)
5435,,33527,,,"44.5781043558, -1.02426702104",44.5781043558,-1.02426702104,12458,POINT(-1.02426702104 44.5781043558)
2685,,33529,,,"44.5561823053, -1.17530826791",44.5561823053,-1.17530826791,12460,POINT(-1.17530826791 44.5561823053)
3801,,33529,,,"44.5561823053, -1.17530826791",44.5561823053,-1.17530826791,12460,POINT(-1.17530826791 44.5561823053)
4002,,33529,,,"44.5561823053, -1.17530826791",44.5561823053,-1.17530826791,12460,POINT(-1.17530826791 44.5561823053)
4188,,33529,,,"44.5561823053, -1.17530826791",44.5561823053,-1.17530826791,12460,POINT(-1.17530826791 44.5561823053)
4370,,33529,Plaine des Sports,Gilbert Moga,"44.5561823053, -1.17530826791",44.5561823053,-1.17530826791,12460,POINT(-1.17530826791 44.5561823053)
7130,,33530,,,"45.0962146262, -0.547066877584",45.0962146262,-0.547066877584,12461,POINT(-0.547066877584 45.0962146262)
6969,,33536,,,"44.4493819137, -0.600499889851",44.4493819137,-0.600499889851,12467,POINT(-0.600499889851 44.4493819137)
5357,,33537,,,"44.4334139021, -0.324575198234",44.4334139021,-0.324575198234,12468,POINT(-0.324575198234 44.4334139021)
2992,,33539,,,"44.8910656059, -0.32583268578",44.8910656059,-0.32583268578,12470,POINT(-0.32583268578 44.8910656059)
2770,,33540,Avenue de l'Europe,,"45.3394672808, -1.10059258014",45.3394672808,-1.10059258014,12471,POINT(-1.10059258014 45.3394672808)
6349,,33545,1 Rue de l'abbaye,,"45.2541334712, -0.845409908523",45.2541334712,-0.845409908523,12476,POINT(-0.845409908523 45.2541334712)
7062,,33545,100 Route du Maquis,Domaine de Nodris,"45.2541334712, -0.845409908523",45.2541334712,-0.845409908523,12476,POINT(-0.845409908523 45.2541334712)
3890,,33550,Chemin de Cadaujac,Complexe de la Junca,"44.773185218, -0.558212256384",44.773185218,-0.558212256384,12481,POINT(-0.558212256384 44.773185218)
5186,,33550,,,"44.773185218, -0.558212256384",44.773185218,-0.558212256384,12481,POINT(-0.558212256384 44.773185218)
2481,,34003,,Palais des congrès,"43.309129116, 3.48447903133",43.309129116,3.48447903133,12489,POINT(3.48447903133 43.309129116)
3269,,34003,20 Chemin de janin,,"43.309129116, 3.48447903133",43.309129116,3.48447903133,12489,POINT(3.48447903133 43.309129116)
6355,,34003,,palais des congrès,"43.309129116, 3.48447903133",43.309129116,3.48447903133,12489,POINT(3.48447903133 43.309129116)
6900,,34003,Rue des  Tuileries,Cinéma Le Travelling,"43.309129116, 3.48447903133",43.309129116,3.48447903133,12489,POINT(3.48447903133 43.309129116)
855,Intercommunale,34010,50 Boulevard Félix Giraud,"Mairie Aniane, Place De L'hôtel De Ville","43.6835011433, 3.59259437611",43.6835011433,3.59259437611,12496,POINT(3.59259437611 43.6835011433)
5707,,34023,Rue romaine,Théâtre de Verdure Pavillon Sévigné,"43.4469007065, 3.69072086799",43.4469007065,3.69072086799,12509,POINT(3.69072086799 43.4469007065)
2491,,34028,,Différents lieux : en plein air dans la ville de Bédarieux Les Berges de l'Orb  place Pablo Neruda,"43.6125569074, 3.16680787195",43.6125569074,3.16680787195,12514,POINT(3.16680787195 43.6125569074)
941,Intercommunale,34032,Allée Paul Riquet,Théâtre municipal,"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
1301,Régionale,34032,,"Différents lieux : Grand Théâtre de Luxembourg Stadium de Vitrolles  Théâtre de l'Archevêché Hôtel Maynier d'Oppède 23, rue Gaston de Saporta Théâtre du Jeu de Paume 17 - 21, rue de l'Opéra Conservatoire Darius Milhaud Forum culturel 380, avenue Wolfgang Amadeus Mozart Théâtre de Provence 380, avenue Max Juvénal13100 Aix-en-Provence Adresse administrative : Palais de l'Ancien Archevêché 13100 Aix-en-Provence","43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
1304,Régionale,34032,1 Avenue Du Viguier,"7, Rue Coste","43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
1320,Régionale,34032,1 Avenue jean constans,Arenes,"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
2334,,34032,Allée Paul Riquet,Théâtre municipal,"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
3755,,34032,Route de Venders,Scène de Bayssan,"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
6186,,34032,3 place du 14 juillet,IUT Beziers,"43.3475883319, 3.23076754164",43.3475883319,3.23076754164,12518,POINT(3.23076754164 43.3475883319)
5086,,34036,place joseph soulet,Parking Médiathèque,"43.6957752498, 3.38710687452",43.6957752498,3.38710687452,12522,POINT(3.38710687452 43.6957752498)
3134,,34052,13 Rue du château,,"43.3217608814, 3.04813542922",43.3217608814,3.04813542922,12538,POINT(3.04813542922 43.3217608814)
3467,,34057,141-629 Allée Du Parc Monplaisir,,"43.6380218809, 3.91265416028",43.6380218809,3.91265416028,12543,POINT(3.91265416028 43.6380218809)
1202,Intercommunale,34060,1 route ganges,la grange,"43.793318405, 3.62922803202",43.793318405,3.62922803202,12546,POINT(3.62922803202 43.793318405)
4141,,34060,route ganges,la grange,"43.793318405, 3.62922803202",43.793318405,3.62922803202,12546,POINT(3.62922803202 43.793318405)
7112,,34060,1 route ganges,la grange,"43.793318405, 3.62922803202",43.793318405,3.62922803202,12546,POINT(3.62922803202 43.793318405)
4192,,34064,Avenue de montpellier,"Différents lieux :  la salle des fêtes  la médiathèque du Caylar. place du festival (parking du cpie) à l’intersection de l’avenue de Montpellier, route de St Pierre et avenue de Lodève Balade au Roc Castel Pierre-Marie  place du village (sous le porche de l’horloge)  L’ école du Caylar 4  Eglise Saint Martin Chapelle du Roc Castel  Adresse administrative :  Association Larzac Village d’Europe  Place de la République 34520 Le Caylar","43.8716890931, 3.31157473989",43.8716890931,3.31157473989,12550,POINT(3.31157473989 43.8716890931)
6764,,34079,,Stade de l'estagnol de Clermont-Herault,"43.6338885209, 3.41317415682",43.6338885209,3.41317415682,12565,POINT(3.41317415682 43.6338885209)
1178,Intercommunale,34080,44 Chemin Des Gorges,,"43.5853145564, 3.01084654208",43.5853145564,3.01084654208,12566,POINT(3.01084654208 43.5853145564)
889,Intercommunale,34082,910 route du mas de gentil,,"43.6724651023, 3.77949432527",43.6724651023,3.77949432527,12568,POINT(3.77949432527 43.6724651023)
5746,,34092,,Parc du chateau de sériege,"43.3518501139, 2.93451082669",43.3518501139,2.93451082669,12578,POINT(2.93451082669 43.3518501139)
6947,,34093,,pelouse du Château de Dio  dans Parc naturel du Haut Languedoc,"43.6690497036, 3.22101697098",43.6690497036,3.22101697098,12579,POINT(3.22101697098 43.6690497036)
3486,,34095,8 Rue Viala,,"43.5344767016, 3.77192951891",43.5344767016,3.77192951891,12581,POINT(3.77192951891 43.5344767016)
3641,,34095,8 Rue Viala,,"43.5344767016, 3.77192951891",43.5344767016,3.77192951891,12581,POINT(3.77192951891 43.5344767016)
5585,,34096,,moulins de Faugères (D909) en cas de mauvais temps la salle Bacchus à Faugères,"43.5687652177, 3.18349121003",43.5687652177,3.18349121003,12582,POINT(3.18349121003 43.5687652177)
4520,,34097,10 Rue de l'occitanie,,"43.354036783, 2.58187245659",43.354036783,2.58187245659,12583,POINT(2.58187245659 43.354036783)
4920,,34102,Rue Puit des  Mirabeaux,Vignobles Du Pic Saint Loup,"43.7944026303, 3.91839771103",43.7944026303,3.91839771103,12588,POINT(3.91839771103 43.7944026303)
358,Départementale,34108,12 Rue Raffinerie,Mairie De Frontignan,"43.4482458873, 3.74923522416",43.4482458873,3.74923522416,12594,POINT(3.74923522416 43.4482458873)
5723,,34113,1 Rue de L'hotel-De-Ville,,"43.4940932526, 3.72353998798",43.4940932526,3.72353998798,12599,POINT(3.72353998798 43.4940932526)
4529,,34114,,gymnase le Riveral à Gignac,"43.6393937216, 3.57384628868",43.6393937216,3.57384628868,12600,POINT(3.57384628868 43.6393937216)
2365,,34119,,Différents lieux :  Cour des écoles Place Etienne Pascal salle polyvalente,"43.591789169, 3.11770187761",43.591789169,3.11770187761,12605,POINT(3.11770187761 43.591789169)
2232,,34126,,Différents lieux :  Place du jeu de boules Eglise St Louis,"43.5964619142, 3.08445405222",43.5964619142,3.08445405222,12612,POINT(3.08445405222 43.5964619142)
6611,,34126,1 Avenue Charcot,Theatre Municipal,"43.5964619142, 3.08445405222",43.5964619142,3.08445405222,12612,POINT(3.08445405222 43.5964619142)
4210,,34142,1 Place Capitaine Francis Morand,,"43.7307354901, 3.30567667879",43.7307354901,3.30567667879,12628,POINT(3.30567667879 43.7307354901)
6977,,34144,,Chapelle Notre Dame de Nize,"43.7089785299, 3.20607492455",43.7089785299,3.20607492455,12630,POINT(3.20607492455 43.7089785299)
2383,,34145,36 Avenue Gambetta,,"43.6820481757, 4.13566472301",43.6820481757,4.13566472301,12631,POINT(4.13566472301 43.6820481757)
6256,,34145,277 a Rue tivoli,"Adresse administrative : 32, Rue Pierre Semard, 30000 Nîmes","43.6820481757, 4.13566472301",43.6820481757,4.13566472301,12631,POINT(4.13566472301 43.6820481757)
4413,,34146,121 Avenue Du Parc,,"43.6826642395, 4.08422296335",43.6826642395,4.08422296335,12632,POINT(4.08422296335 43.6826642395)
3821,,34147,,,"43.4808688877, 3.21744589266",43.4808688877,3.21744589266,12633,POINT(3.21744589266 43.4808688877)
1096,Intercommunale,34155,,Hôtel De Communauté,"43.3515394407, 3.10170846517",43.3515394407,3.10170846517,12641,POINT(3.10170846517 43.3515394407)
981,Intercommunale,34157,,"Bassin de thau Adresse administrative : Association Jazzamèze, Château de girard, bp94, mèze","43.4292981138, 3.57774572973",43.4292981138,3.57774572973,12643,POINT(3.57774572973 43.4292981138)
3678,,34157,domaine du farlet,en pleine nature,"43.4292981138, 3.57774572973",43.4292981138,3.57774572973,12643,POINT(3.57774572973 43.4292981138)
5450,,34157,Place des Micocouliers,Chateau De Girard Bp 94,"43.4292981138, 3.57774572973",43.4292981138,3.57774572973,12643,POINT(3.57774572973 43.4292981138)
4394,,34158,,Différents lieux :  la salle du peuple Au préau de l’école A la bibliothèque municipale Sur la place de l’église la cour de Marie A la librairie Paroli Au restaurant les 2 Rivières A la boutique des arts la cave de Thomas Cabrol,"43.3629052396, 2.72160547585",43.3629052396,2.72160547585,12644,POINT(2.72160547585 43.3629052396)
369,Départementale,34172,27 Boulevard Sarrail,Centre Rabelais,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
548,Intercommunale,34172,178 Rue La Carriérasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
593,Intercommunale,34172,3 Rue Nozeran,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
594,Intercommunale,34172,178 Rue de La Carrièrasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
750,Intercommunale,34172,Esplanade Charles De Gaulle,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
844,Intercommunale,34172,80 Impasse Flouch,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
905,Intercommunale,34172,3 Rue des  Balances,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
906,Intercommunale,34172,120 Rue Adrien Proby,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
907,Intercommunale,34172,173 Rue de La Carrierasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1002,Intercommunale,34172,1 Esplanade Charles De Gaulle,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1038,Intercommunale,34172,80 Impasse Flouch,"(Siège Social Et Bureaux, Le Festival Est Multisites)","43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1186,Intercommunale,34172,163 Rue Auguste Broussonnet,Université De Montpellier,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1209,Intercommunale,34172,28 Rue Rochelle,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1276,Internationale,34172,178 Rue de La Carriérasse,Domaine D'o,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1693,Régionale,34172,Allée Des Républicains Espagnols,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1718,Régionale,34172,31 ter Avenue Saint Lazare,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
1811,Transfrontalière,34172,3 Rue du  Commerce,Siège De L'association Onde Plurielle,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
2939,,34172,2733 bis Avenue Albert Einstein,Parc Du Château De Grammont,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3191,,34172,501 Rue Métairie de Saysset,Clos Barlet,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3192,,34172,121 Rue fontcouverte,à la Halle Tropisme,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3193,,34172,Rue Rue du Faubourg Figuerolles,Parc de la Guirlande,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3194,,34172,,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3357,,34172,80 Impasse Flouch,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3358,,34172,15 Rue du  Mas de Lemasson,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3680,,34172,178 Rue de La Carriérasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3831,,34172,,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
3838,,34172,,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4030,,34172,173 Rue de La Carrièrasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4220,,34172,13 Allée Antonin Chauliac,Maison pour tous Marie Curie,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4221,,34172,8 Avenue Frederic Mistral,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4222,,34172,Place Sainte-Anne,Parvis Du Conservatoire,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4574,,34172,20 Rue de Verdun,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4781,,34172,4 Rue des trésoriers de la Bourse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4782,,34172,Rue 56e Regiment D'Artillerie,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5109,,34172,9 Boulevard Sarrail,Centre Rabelais,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5456,,34172,7 Rue Ferdinand Fabre,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5457,,34172,9 Rue Joachim Colbert,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5623,,34172,2bis Rue Rue Legendre Herail,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5624,,34172,Parc Rimbaud,Quartier Les Aubes,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5625,,34172,5 Rue de Verdun,D´autre cinema de la ville participe,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5795,,34172,4 Rue Rue des  Trésoriers de La Bourse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5796,,34172,178 Rue de La Carriérasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5797,,34172,121 Rue fontcouverte,A la halle du tropisme,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5799,,34172,18 Rue Sainte Ursule,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
5989,,34172,,Halle tropisme Parc des expos Opéra comédie After diez club,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6446,,34172,,Différents lieux : Sur le campus de l’Université Paul Valéry Montpellier 3 Sur le campus : la Maison des Étudiants( salle Jean Moulin) et d’autres lieux culturels de Montpellier,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6645,,34172,Avenue Albert Einstein,"Théâtre des 13 vents, domaine des Grammonts","43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6646,,34172,3 Rue Collot,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6647,,34172,Rue Edmond Fleg,Grammont,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6821,,34172,Boulevard Charles Warnery,Corum : Palais Des Congrès,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6822,,34172,121 Rue Fontcouverte,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
6823,,34172,178 Rue de La Carrièrasse,,"43.6134409138, 3.86851657896",43.6134409138,3.86851657896,12658,POINT(3.86851657896 43.6134409138)
4400,,34175,,parc des Courtinals à Mourèze,"43.6156849322, 3.35101426907",43.6156849322,3.35101426907,12661,POINT(3.35101426907 43.6156849322)
6269,,34179,esplanade des droits de l'homme,amphithéatre de murveil-lès-montpellier,"43.6095675101, 3.73935842429",43.6095675101,3.73935842429,12665,POINT(3.73935842429 43.6095675101)
6834,,34187,,Différents lieux :  Eglise olargues  Prieuré de saint julien,"43.540135455, 2.91772316116",43.540135455,2.91772316116,12673,POINT(2.91772316116 43.540135455)
6835,,34187,,"au coeur du village, en plein air Camping au stade d'olarques","43.540135455, 2.91772316116",43.540135455,2.91772316116,12673,POINT(2.91772316116 43.540135455)
4809,,34194,19 Cours National,Jardins de la Mairie de Paulhan,"43.5382461437, 3.45878001705",43.5382461437,3.45878001705,12680,POINT(3.45878001705 43.5382461437)
2582,,34198,Route De La Foire,Sud De France Arena Montpellier,"43.5606642689, 3.95175708518",43.5606642689,3.95175708518,12684,POINT(3.95175708518 43.5606642689)
5815,,34198,,Centre du village,"43.5606642689, 3.95175708518",43.5606642689,3.95175708518,12684,POINT(3.95175708518 43.5606642689)
1770,Communale,34199,1 Place Gambetta,C/O A-Musée Boby Lapointe,"43.462990168, 3.41651652125",43.462990168,3.41651652125,12685,POINT(3.41651652125 43.462990168)
4592,,34199,,Différents lieux :  Collégiale Saint-Jean l’Eglise Ste-Ursule le Foyer des Campagnes Cinema municipale le molière,"43.462990168, 3.41651652125",43.462990168,3.41651652125,12685,POINT(3.41651652125 43.462990168)
5473,,34199,7 bis Rue Et Impasse Henri Reboul / Pillement,Cinéma et Théatre de Pézenas,"43.462990168, 3.41651652125",43.462990168,3.41651652125,12685,POINT(3.41651652125 43.462990168)
2380,,34210,/ Route Neuve,Mairie,"43.5925476738, 3.51727150563",43.5925476738,3.51727150563,12696,POINT(3.51727150563 43.5925476738)
4552,,34210,Route Le Pouget,Domaine Départementale Les 3 Fontaines,"43.5925476738, 3.51727150563",43.5925476738,3.51727150563,12696,POINT(3.51727150563 43.5925476738)
3860,,34219,Place de Prémian,Dans les locaux de l’association au Fil des Arts,"43.5395150426, 2.82265477",43.5395150426,2.82265477,12705,POINT(2.82265477 43.5395150426)
