id_festival,site_internet_festival,adresse_mail_festival
6079,https://www.marathondufilm.fr,artsept@laposte.net
6203,http://festivence.fr/,marc590657@gmail.com
6300,,claudejoyard@gmail.com
6683,https://www.marathondufilm.fr,artsept@laposte.net
7082,https://www.culture-cinema.com,info@culture-cinema.com
7167,https://culture-cinema.com,info@culture-cinema.com
42,https://www.villeneuveloubet.fr,service-spectacles@mairie-villeneuve-loubet.fr
87,https://www.villeneuveloubet.fr,service-culturel@mairie-villeneuve-loubet.fr
128,https://www.villeneuveloubet.fr,
2003,https://www.villeneuveloubet.fr,info@mpocom.com
2868,,service-spectacles@mairie-villeneuve-loubet.fr
2959,https://www.villeneuveloubet.fr,info@mpocom.com
5187,https://www.villeneuveloubet.fr,cab@villeneuveloubet.fr
1372,https://lefestivaldalba.org,m.rascalou@lacascade.org
764,https://www.letrouillet.com/event/festival-illustraction/,
1426,http://www.annonaypremierfilm.org,direction@mjcannonay.org
4005,http://www.smac07.com/evenements/2017-2018/237/11eme-festival-les-zincs-chantent,
4325,https://www.smac07.com,
625,https://www.ardeche.com/vallees-d-antraigues-asperjoc/festival-nuits-bleues-village-en-poesie-324534.html,
6080,https://www.festivaljeanferrat.fr/,bureau.festivaljeanferrat@gmail.com
7148,https://loupoulofestival.fr/,loupoulo.festival@gmail.com
887,,
1075,https://www.facebook.com/Les-mots-d%C3%A9gel%C3%A9s-Association-560411487427004/,
2010,https://www.chambre07.com,boite1esp@wanadoo.fr
2791,https://www.maisonimage.eu/rencontres-cinemas-europe-presentation/,contact@maisonimage.eu
4671,https://chambre07.com/,boite1esp@wanadoo.fr
4897,,buro@quelquesparts.fr
446,https://www.cordesenballade.com,f.duperray@quatuordebussy.com
5677,http://www.bouteilleenbretelles.com,association.adara@gmail.com
458,https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2234,
1855,http://www.compagniejanvier.com,compagnie.janvier@orange.fr
6275,https://www.lestival-ardeche.fr,c.roze-garcia@valeyrieux.fr
3313,http://ohplateau-festival.com,ohplateau@gmail.com
1206,,sophie@format-danse.com
171,https://www.labeaume-festival.org/,lou-milena.fouquet@labeaume-festival.org
7174,https://champdesmuses.wordpress.com,rebecca.roger.cruz@gmail.com
4962,https://www.jazz-sur-un-plateau-larnas.fr,larnasjazzfestival@gmail.com
1391,http://lussasdoc.org/index.php,etatsgeneraux@ardecheimages.org
619,https://www.facebook.com/Festival-du-conte-A-moi-conte-deux-mots-227454964112107/,
2422,,
1070,https://Www.theatreencours.org,contact@theatreencours.org
4983,https://www.aluna-festival.fr,
1996,http://leguidedesfestivals.com/2013-festival-international-des-arts-17609.html,contact@festival-des-arts.com
6309,http://www.equiblues.com,
6343,,musicalesaufival@gmail.com
601,,
1969,https://www.chabriole.fr/,
6103,https://cabrioles.wordpress.com/,passemuraille07@gmail.com
154,https://www.ciezinzoline.org/,contact@ciezinzoline.org
1972,http://www.rire-et-magie.fr/,contact@rire-et-magie.fr
3718,http://www.crussolfestival.com/,vincent@anthakarana.fr
4146,,contact@ciedeschimeres.fr
2958,,
912,http://www.mimages.fr/,contact@mimages.fr
6052,https://fr-fr.facebook.com/events/283408178677759/,
120,,
5944,https://www.festivaldeshumoristes.com,
1497,https://www.cordesenballade.com,contact@cordesenballade.com
420,,
2999,http://fatchefestival.com/,desnueesdarts@gmail.com
2932,https://www.jazzenvivarais.com,jazzenvivarais@gmail.com
5900,https://culturenfait.wordpress.com/festival-dune-cour-a-lautre/,cultureenfait@gmail.com
2004,https://bilogroup.wixsite.com/fdcfestival2019,foretdescontes@gmail.com
1943,https://www.crashmusette.net/,
4543,http://www.kiosquesamusique.com,
3894,,patrimoine.asfeld@orange.fr
7132,https://www.facebook.com/boultauxboisetcordes/,boultauxboisetcordes@laposte.net
6373,https://www.aymonfolkfestival.fr/,aurelie.lemeret@orange.fr
6197,,festibuz08@gmail.com
4945,https://www.carignan-ardennes.fr/,villedecarignan@orange.fr
367,https://lesenfantsducinema.fr/,jacquelisa@free.fr
